,Position,link,Company,Department,Location,desc
80,STAGE - ASSISTANT MARKETING MERCHANDISING PRET-A-PORTER SEE BY CHLOE (H/F),/Chloe/job/Paris-STAGE-ASSISTANT-MARKETING-MERCHANDISING-PRET-A-PORTER-SEE-BY-CHLOE-%28HF%29-J/619783201/,Chloé,Marketing,"Paris, J, FR","Si votre candidature est retenue, vous serez par la suite convié(e) à un entretien de pré-qualification par vidéo différée.
 
Résumé de la mission 
 
Au sein du Pôle Marketing and Merchandising Prêt-à-porter, vous assisterez et accompagnerez l’équipe dans la mission de développement du Prêt-à-Porter See By Chloé : de l'élaboration du plan de collection à la présentation de la collection en showroom.
 
Principales responsabilités
 

Préparation et suivi des outils merchandising: price map, linesheet comité produit
Création des outils marketing : brief de collection, book de vente, segmentation prix showroom 
Analyse des ventes showroom, Préparation des Debriefs de collection
Etudes de concurrence, analyses qualitatives
	 

Profil requis
 

Formation : De formation supérieure de type Ecole de commerce ou Université (niveau  Bac+4/5)
Compétences techniques : Vous avez un goût prononcé et une aisance pour les analyses chiffrées. Vous maitrisez parfaitement Excel et Powerpoint.
Compétences personnelles : Vous êtes curieux, force de proposition et réactif. Vous êtes reconnu pour votre implication et votre motivation. Vous disposez d’une réelle sensibilité produits. Vous maîtrisez couramment l’anglais.
	 

"
81,CONTROLEUR DE GESTION EUROPE (H/F),/Chloe/job/Paris-CONTROLEUR-DE-GESTION-EUROPE-%28HF%29-75/625675301/,Chloé,Finance,"Paris, 75, FR","Au sein de la Direction du contrôle de gestion de la Marque, opérationnellement rattaché(e) à la Direction Régionale Europe, le titulaire du poste sera le garant de la performance financière de la région Europe.
Il aura pour mission de coordonner de contrôle de gestion de la région Europe (en relation avec les contrôleurs pays et en soutien du Brand Manager Europe), et de prendre en charge la gestion de l’activité commerciale de Chloé SAS.   
Coordination budgétaire de l’Europe :

Etablir des prévisions de ventes
Définir les objectifs (CA, coûts, cash), en adéquation avec les guidelines du HQ, avec en accord avec la Direction Europe 
Coordonner la construction du budget et des révises, pilotage mensuel, identification des risques et opportunités
Proposer des solutions concrètes pour mitiger les risques et atteindre les objectifs fixés, en étroite collaboration avec les opérationnels
Animer la communauté des contrôleurs Pays, les sensibiliser aux enjeux de la maison et les fédérer autour des objectifs de la maison

 
Business partner des opérationels

Fournir des analyses de performance financière de la région, et par réseau de distribution (analyse retail par boutique, analyse wholesale par compte clé, etc.)
Produire des analyses adhoc en vue des négociations de conditions commerciales retail, wholesale, ou des projets d’investissement
Construire les business plans et préparer les demandes d’engagement / d’investissement auprès du groupe Richemont (ouverture, rénovation, renouvellement de contrat, internalisation, externalisation, etc.)
Accompagner les opérationnels dans leur gestion budgétaire, aider à la bonne (ré)allocation des ressources à la lumière des risques et opportunités

 
Contrôle de Gestion de l’activité commerciale du siège :

Contrôler la correcte reconnaissance du CA wholesale mensuel (cut-off, provisions)
Suivi budgétaire des centres de coûts opérationnels Europe au sein du siège (détermination des budget et LE, suivi mensuel, pilotage des R&O)

 
PROFIL
 
Diplômé d’une école Supérieure de Commerce ou équivalent, vous bénéficiez d’une expérience de 5 ans minimum au sein d’une Direction du contrôle de gestion, ou en cabinet d’audit auprès de clients internationaux des secteurs mode/luxe ou distribution (maîtrise indispensable des cycles de  produits à forte saisonnalité). La connaissance du Wholesale sera un plus.
Compétences: Esprit d'analyse et de synthèse, adaptabilité, flexibilité et réactivité, rigueur, autonomie et organisation, très bonne compréhension des enjeux business et du secteur mode, orienté résultat
Excellente maîtrise de l’anglais écrit et oral obligatoire,
Excellente maîtrise du Pack Office Microsoft obligatoire,
Très à l’aise avec les outils informatiques, maitrise d’un ERP de gestion finance indispensable, SAP est un plus. 
 
 
"
82,Alternance - Communication Financière,/Richemont/job/Paris-Alternance-Communication-Financi%C3%A8re-75/625363101/,Richemont,Finance,"Paris, 75, FR","Richemont est constitué d'un portefeuille de Maisons de Luxe parmi les plus prestigieuses, et plus particulièrement dans le domaine de la Haute Joaillerie, Haute Horlogerie et Instruments d'Ecriture.
NOUS RECHERCHONS
L’équipe communication financière, sous la direction de la directrice communication corporate groupe entretient, au niveau international, un dialogue régulier avec les actionnaires institutionnels existants et potentiels, les analystes, les gestionnaires de portefeuilles de fonds d’investissement socialement responsable, ainsi qu’avec les agences de notation. 
Nous recherchons un ou une Junior Analyste Communication Financière en stage pour assister la Directrice Communication Corporate Groupe. 
VOS RESPONSABILITES
A ce titre, vos principales missions seront les suivantes :

Elaboration des supports de présentation à destination des investisseurs
Organisation des évènements investisseurs
Gestion d’une base de données liée aux investisseurs
Projets transverses (analyse financière, recherches d’informations chiffrées, questionnaires Responsabilité Sociale des Entreprises (RSE), reporting…)

VOTRE PROFIL
Vous préparez un Master au sein d’une Grande Ecole de Commerce et vous avez une appétence pour les chiffres et l'analyse ainsi que pour la communication institutionnelle. 
Vous avez un sens prononcé pour la communication autours de données financières stratégiques ?
Nous recherchons quelqu’un :

Avec une grande motivation, qui rend des initiatives, autonome et adaptable
Maitrise du pack office
Excellentes compétences en communication écrite et verbale
Vous êtes rigoureux (se) et avez le sens du détail ?

L’équipe travaille exclusivement en anglais. C’est pourquoi la maitrise de l’anglais est essentielle
Vous souhaitez acquérir de l’expérience au sein d’un Groupe internationale et dynamique ? Alors ce stage sera une belle opportunité pour vous !
Nous vous invitons à postuler pour un stage riche et professionnalisant au sein du Groupe Richemont.
 
"
83,Stage - Assistant Relations Presse et Marketing,/Jaeger-LeCoultre/job/Paris-Stage-Assistant-Relations-Presse-et-Marketing-75/625259801/,Jaeger LeCoultre,Marketing,"Paris, 75, FR","Acteur majeur de la Haute Horlogerie, 
Jaeger-LeCoultre se distingue par ses nombreux savoir-faire 
qui ont donné naissance à des produits iconiques tels que la Reverso.
 
Chacune des créations est un chef-d'oeuvre horloger où se mêlent performance, esthétique et émotion.
Passion, Excellence et Innovation sont les valeurs qui animent chacun des collaborateurs Jaeger-LeCoultre.
 
 
Nous recherchons un(e)
 
Stagiaire Assistant(e) Marketing et Relations Presse / RP
 
Rattaché à la Directrice Marketing et Retail et Responsable Relations Presse & Relations Publiques vos missions seront les suivantes : 
 
Media 

Suivi du plan media (Print, Display, Search, Social media…)
Production des assets créatifs 
Suivi du budget media (facturation, avoirs, consolidation avec comptabilité)

 
 
Relations publiques/Relation presse

Participation  à l’organisation des événements dans nos points de vente (boutiques et wholesalers)

Brief 
Suivi budget
 Feed-back et analyse ROI



 

Organisation des shootings 

 
 
Marketing

Suivi des outils d’aide à la vente (production, suivi stock…)
Suivi de la facturation du budget A&P
Participation à l’élaboration des campagnes CRM

 
 
 
PROFIL : 
De formation école de commerce ou université, vous justifiez d’une première expérience dans un département presse / Relations publiques/Marketing et plus particulièrement dans l’univers du digital.
Vous êtes reconnu pour votre dynamisme, votre esprit d’analyse et votre capacité à être force de proposition. 
Vous maitrisez parfaitement les outils informatiques et l’anglais. La maitrise de SAP serait un plus.
Vous serez amené(e) à vous déplacer régulièrement sur nos points de vente.
 
Cette mission est à pourvoir en stage à partir de février pour une durée de 6 mois. 
"
84,Internship- Consumer Insights Marketing Analyst,/Richemont/job/Paris-Internship-Consumer-Insights-Marketing-Analyst-75/625257201/,Richemont,Marketing,"Paris, 75, FR","Richemont is the holding company for 20 international luxury Maisons. The Group’s Marketing Services includes the Market Intelligence Department, which supports the brands and the holding by offering relevant, timely insights and key analysis on the luxury market and clients. Richemont is currently recruiting a Marketing Project Manager Assistant within the Consumer Insights practice (internship) to join this young, dynamic and international team. 
 
Role:
The Department provides an excellent opportunity to develop a strong understanding of the luxury consumers (perceptions, attitudes and expectations) as well as a broader strategic skill set required to work in marketing (project management, quantitative and qualitative market research, performance analysis and reporting). 
The Junior Marketing Analyst / Consumer Insights contributes in the following capacity:

Project Management; taking responsibility for running international client-related studies alongside the Marketing Analysts
Analysis of marketing performance indicators or insights; identifying opportunities for the Group’s Maisons in terms of client experience and brand equity
Preparation of presentations and reports for the Maisons’ CEOs
Management of relationships with our suppliers and partners
Participation in luxury consumer interviews and focus groups
	 

Profile:

Fluent in English with a good level in French 
Comfortable with figures
Highly detail–orientated, strong time keeping skills, efficient, autonomous
Strong capacity for multi-tasking, capacity to summarise information from varied sources
Proficient command of Power Point and Excel
Passion for market research, employing proactive and persistent approach and attitude
Student with a ‘Convention de Stage’

Please apply in English (CV and cover letter)
"
85,Stage - Conseiller de vente,/Chloe/job/Paris-Stage-Conseiller-de-vente-75/625262701/,Chloé,Sales,"Paris, 75, FR","Féminité, sensualité, énergie, éclat et romantisme, ces qualités sont aussi reconnaissables aujourd'hui dans les vêtements et les accessoires de Chloé, qu'elles l'étaient lors de la création de la Maison il y a 60 ans.
Le talent de Chloé pour faire évoluer son style tout en restant fidèle à ses valeurs a permis à la Maison de gagner son statut d'icone parmi les femmes les plus sophistiquées et attentives à la mode du monde.
Nous cherchons aujourd'hui pour nos corners Grands Magasins un(e) Conseiller(e) de Vente pour un stage de 5 à 6 mois.
 
Quel sera votre rôle ?

Accueil et accompagnement de notre clientèle locale et internationale
Apprentissage du cérémonial de vente de la Maison Chloé
Support opérationnel à nos vendeurs
Maîtrise des procédures de la boutique
Missions de Visual Merchandising
Veille concurrentielle sur le secteur du luxe et de la mode

 
Ce poste est-il fait pour vous ?
Vous appréciez l'environnement multiculturel ainsi que l'univers de la mode et êtes reconnu(e) pour votre enthousiasme, votre réactivité, votre sens du contact et du service.
Une maîtrise de l'Anglais  serait appréciée
"
86,Stage - Assistant de Vente,/Cartier/job/Paris-Stage-Assistant-de-Vente-75/577582401/,Cartier,Sales,"Paris, 75, FR","Numéro 1 mondial de la Joaillerie et n°2 de l'Horlogerie de Prestige, Cartier fait rimer savoir-faire et excellence depuis 1847. Bien plus qu'une simple entreprise, la Maison a su faire de ses créations de véritables mythes, et ce, grâce à des hommes et des femmes qui font de leur passion leur métier.
 
 
Stagiaire Assistant(e) de vente
 
 
Vous serez en charge de l’accueil du client, de l’assistance du vendeur pendant la phase de vente et de l’aide au bon fonctionnement de la boutique.
Vos principales missions sont les suivantes :
 

La prise en charge du client : accueil, gestion de l’attente, renseignements…

 

L’assistance du vendeur pendant la phase de vente : gestion des produits pendant la vente, écoute de l’argumentaire de vente, réalisation des paquets cadeaux

 

Participation au fonctionnement de la boutique

 
 
 
Profil souhaité :
Vous recherchez une expérience terrain afin de développer vos compétences commerciales et d'acquérir des connaissances produits. Vous parlez anglais couramment.
Disponibilités : ASAP 
 
Durée : Stage temps plein ou alterné - 4 à 6 mois
"
87,Responsable de Boutique Adjoint - Chloé La Vallée Village - CDI - H/F,/Chloe/job/Serris-Responsable-de-Boutique-Adjoint-Chlo%C3%A9-La-Vall%C3%A9e-Village-CDI-HF-77/609989801/,Chloé,Sales,"Serris, 77, FR","A Chloé assistant Boutique manager is a first step towards becoming a future boutique manager,
A Chloé assistant boutique manager is a trustworthy person the Boutique Manager can rely on.
 
 
Work as a Chloé assistant boutique manager means being:
 
 BUSINESS DRIVEN BY COACHING the team to increase sales and ensure Efficiency :
o Motivating the team in Reaching monthly and weekly store targets
o Assisting the team in developing KPI’s: turnover, average baskets, cross-selling, products knowledge
o Supervising the cash desk management
o Analyzing daily sales figures and weekly sell through

A CLOSE MANAGER by providing support to the sales team :
o Assuring a coaching on the floor by coaching spots and by giving regular feedbacks
o Validating staff rota
o Leading by exemplarity while supervising sales on the floor
o Providing feedback to help the team achieve their goals
o Leading daily morning briefs and workshops
o Supporting the Boutique Manager to coach on the Chloé Moments and other trainings

CLIENT ORIENTED by Bringing to life the Chloé customer experience
o overseeing each stylist client book and customer database
o Reinforcing clientele relationships with consistent follow up
o Compiling regular call campaigns
o Taking over when a stylist is facing a client issue

A RELIABLE CO-WORKER by taking responsibilities in day to day back-office administration
o Abiding by Richemont and Maisons processes and procedures
o Monitoring each inventories
o writing daily reports
o Overseeing the supervisor with stock management tasks : negative Controlling, reservations, confinements, in and out product movements

A BRAND AMBASSADOR by reaching exceptional standards of excellence
o Maintaining excellent level of product knowledge and collections
o controlling the Chloé Grooming and attitudes guidelines are
o Reflect the Chloé attitude everyday

FASHION FORWARD by making the difference with a unique know-how
o Offering an inspiring and creative advice to the customer
o Maintaining awareness of market trends in the retail and competitors
 

We look for curious people, free spirited and determined,
who want to be part of the Chloé Family.
We search for people with a strong emotional intelligence;
generous, humble and smiley
with a natural willingness to help others.
"
88,Assistan(e) Coordinatrice de Projets/ Direction Générale,/Cartier/job/Paris-Assistan%28e%29-Coordinatrice-de-Projets-Direction-G%C3%A9n%C3%A9rale-J/619498701/,Cartier,Management,"Paris, J, FR","Cartier, l'artisan des passions.
Numéro 1 mondial de la Joallerie et n°2 de l'Horlogerie de Prestige, Cartier fait rimer savoir-faire et excellence depuis 1847. Bien qu'une simple entreprise, la Maison a su faire de ses créations de véritables mythes, et ce, grâce à des hommes et des femmes qui font de leur passion leur métier.
 
Cartier International recherche un(e):
 
Assitant(e) Coordinatrice de Projets/ Direction Générale
Début du stage: Janvier 2021
Durée: 6 mois
Lieu du stage: Paris 8éme
 
Convention de stage obligatoire
Gratification selon profil
 
L'objectif de ce stage est de compléter votre parcours académique par une experience professionelle stimulante au d'un environnement international: intégrez la Direction Générale d'une prestigieuse Maison de luxe.
 
Description de la mission
 
Rattaché(e) à la Direction Générale en collaboration ponctuelle avec le Departement des Evenements Internationaux, vous serez encadré(e) par une Coordinatrice de Projets ave laquelle vous travaillerez sur le Salon Horloger annul et l'événement annuel interne de la Maison.
 
> Organisation Salon Horloger annuel & de la Réunion Monde interne
> Aide à la coordination logistique et production des 2 événements
> Coordination avec les prestataires internes et externes
> Mise à jour des documents et outils de travail sur toute la durée du projet ( retro-planning, comptes renuds, inscriptions participants, préparation des transports...)
 
Vous serez présent(e) sur le terrain lors de ces 2 évènements, vous aiderez à la coordination des divers interlocuteurs, à la verifiction du bon déroulement des étapes de montages et de démontages et soutiendrez les équipes présentes.
 
Profil recherché:
 
Etudiant(e) en dernière année d'école de commerce/communication/hôtellerie
Vous êtes organisé, responsable et autonme et avez une excellente connaissance du Pack Office. Vous parlez couramment anglais, une autre langue est en plus.
Vous appréhendez la notion de clients et d'excellence du service notamment grâce à vos précédentes expériences professionnelles.
Vos qualités organisationnelles, votre rigeur, votre bon relationnel, votre dynamisme, en plus d'une sensibilité artistique et d'une bonne gestion du stress vous permettront de vous épanoui dans les missions qui vous seront confiées.
"
89,CDI - Expert Joaillier - Process - Développement (H/F),/Cartier/job/Paris-75/605620201/,Cartier,Manufacturing,"Paris, 75, FR","Numéro 1 mondial de la Joaillerie et n°2 de l'horlogerie de prestige, Cartier fait rimer savoir-faire et excellence depuis 1847. Bien plus qu'une simple entreprise, la Maison a su faire de ses créations de véritables mythes, et ce, grâce à des hommes et des femmes qui font de leur passion leur métier.
 
Au sein de Cartier Joaillerie International, et d'un pôle de production, l'Expert(e) Joaillier(e) Méthodes :

participe à la définition du procédé de fabrication jusqu’au J2
participe à la phase d’accompagnement des partenaires / fournisseurs durant le développement et la mise en production des Nouveautés et de la Vie Série.
Améliore et diffuse les bonnes idées, pratiques, nouvelles méthodes au sein des ateliers de fabrication
Assure la légitimité joaillère des équipes d’industrialisation dans le cadre du développement et dans l’interface avec les partenaires

 
Dans ce cadre, ses responsabilités sont les suivantes :
 

Définition du procédé de fabrication : l’expert process participe avec les Chefs de Projets Industrialisation à la définition du procédé de fabrication : 
 

Découpage technique, choix des procédés d’obtention des composants, solutions d’assemblages dans un objectif de temps, de volume à produire, de niveau de finition, d’intégrité et d’attendu esthétique
Définition du besoin de validation d’une ou des méthodes si nécessaires,
Réalisation et/ou participation à la réalisation de ces essais
Définition des temps de fabrication de référence
Analyse les propositions de solutions et d’améliorations des partenaires (Technique, cible esthétique, gain en temps de fabrication)
 


Accompagnement des partenaires sur l’industrialisation des Nouveautés et de la Vie Série
	 

Participe au transfert du dossier de fabrication dans les ateliers : descriptif du process et des explications techniques sur les composants, les solutions d’assemblages, d’optimisation, …
Valide la bonne compréhension et la prise en main du process défini par les ateliers
Echange avec les ateliers sur leurs remarques, propositions d’améliorations et les valide ou pas
Apporte un soutien technique aux ateliers pendant la phase de réalisation des essais, des prototypes et de la production
Participe au bilan final de l’industrialisation (Retour d’expérience)
		 


Amélioration des pratiques
	 

Recherche, teste, évalue et partage avec les équipes d’Industrialisation et les partenaires, les bonnes pratiques, les nouvelles solutions possibles, les optimisations sur des opérations récurrentes



PROFIL 
 

Formation CAP Bijouterie-Joaillerie complétée d’une expérience métier significative d’au minimum 10 ans
Vous avez déjà travaillé en interface avec des équipes de développement ou de création
Vous aimez et savez travailler en équipe et faites preuve de pédagogie
A l’aise dans la prise de décision, vous êtes en mesure d’arbitrer
Votre sens développé de l’esthétisme vous permet de mener vos projets dans le respect des standards de la Maison
 

"
90,ALTERNANT(E) - INGENIEUR METHODES (H/F),/Cartier/job/Paris-ALTERNANT%28E%29-INGENIEUR-METHODES-%28HF%29-75/539106101/,Cartier,Manufacturing,"Paris, 75, FR","Numéro 1 mondial de la Joaillerie et n°2 de l'horlogerie de prestige, Cartier fait rimer savoir-faire et excellence depuis 1847. Bien plus qu'une simple entreprise, la Maison a su faire de ses créations de véritables mythes, et ce, grâce à des hommes et des femmes qui font de leur passion leur métier.
 
Intégré(e) au sein de l’équipe Innovation, vous participez aux activités d’industrialisation et production.
 
Missions:
 
Les  principales missions sont les suivantes : 
 

Recherche et mise en œuvre de solutions techniques à une (des) problématique(s).

 ==> Analyser, modéliser, concevoir, mettre en œuvre et accompagner une solution.
 
            Sujet principal : Support à la fabrication : concevoir et fabriquer des systèmes / machines spéciales (Machine nettoyage de résines Impressions 3d, serti potence, reprise de fontes…), mécanisation / automatisation d’opérations manuelles de joailleries simples.
 
            Sujet secondaire : Support à la fabrication : Etude et Développement mécanisation du serti (Clos, Griffes,…)
 
Accompagnement, Formation de la production sur la (les) solution(s) mise(s) en œuvre
 

Participation à la démarche de progrès et d’amélioration continue de l’équipe technique

 

Veille technologique

 
 Profil recherché :
 
Issu(e) d’une formation BTS/DUT, école ingénieur,  de filière technique (électrotechnique, electromecanique, conception mécanique) et idéalement en Alternance.
Des connaissances en mécanique, automatismes, pneumatiques sont des atouts majeurs.
 
Ingénieux, pragmatique, réactif et doté(e) d’un bon relationnel, vous appréciez le travail en équipe.
 
Lieu de travail : Paris 09
Contrat : Alternance à partir de Septembre 2019
"
91,AGENT DES METHODES (H/F),/Chloe/job/PARIS-AGENT-DES-METHODES-%28HF%29-75/619092801/,Chloé,Manufacturing,"PARIS, 75, FR","Au sein de l'organigramme général du Prêt à Porter Féminin (Chaîne et trame) chez Chloé, l’agent des méthodes reporte au Responsable du Costing, lui-même rattaché à la Direction de Production.
 

Participer à l’atteinte des objectifs collectifs de marge au cours du développement des produits, en proximité étroite avec les équipes du Style et de l’Atelier
Apporter un support à l’équipe Développement dans le chiffrage des coûts de production dès les premiers stades (récupération et fiabilisation des emplois matières, estimation des coûts accessoires, tissu, façon)
Veiller au respect des coûts le long du processus de développement
Proposer et piloter des solutions d’amélioration d’industrialisation des produits dans l’atelier et lors des réunions de monitoring de la marge
Instiller la culture de l’industrialisation produit auprès du Style et de l’Atelier

 
Missions

Présence forte dans l’Atelier et auprès du Style pour veiller à la bonne application des standards et à l’implémentation de bonnes pratiques
Participation au suivi et à l’estimation du coût de chaque produit, dès les premières esquisses, en support à l’équipe développement
Alerte en cas de dérive de la marge produit et proposition des solutions pour y pallier
Proposition de leviers d’amélioration : force de proposition pour le Style et le Studio, systématique et méthodique, en toute neutralité vis-à-vis des pratiques historiques
Participation aux réunions hebdomadaires de monitoring de la marge ainsi qu’aux réunions de merchandising
Soutien de la production dans le choix des faconniers et dans la négociation (ex. estimation des temps de façon), y compris en cas de développements externes

 
Profil recherché

Expérience dans un poste similaire d’au moins 10-15 ans
Compétences techniques en termes de fabrication et de patronage de vêtements féminins haut de gamme
Expérience au sein d’un BE (normalisation, méthodes)
Bonne connaissance du parc façonniers (équipements, méthodes)
Excellentes capacités relationnelles (force de proposition, persuasion)
Fortes capacités analytiques
Maitrise de l’anglais, l’italien est un plus

"
92,CDI - Concepteur Numérique CREO (H/F),/Cartier/job/Paris-75/619125201/,Cartier,Creation & Design,"Paris, 75, FR","Numéro 1 mondial de la Joaillerie et n°2 de l'horlogerie de prestige, Cartier fait rimer savoir-faire et excellence depuis 1847. Bien plus qu'une simple entreprise, la Maison a su faire de ses créations de véritables mythes, et ce, grâce à des hommes et des femmes qui font de leur passion leur métier.
 
Cartier Joaillerie International recherche deux concepteurs numériques H/F CREO en CDI.
 
Intégré à notre Bureau d’Etudes, vous serez responsable de l’étude et de la conception des pièces joaillerie en prenant en compte les contraintes techniques, esthétiques, économiques, qualité et délai. Vous participerez également activement à l’application ainsi qu’à l’enrichissement de notre référentiel.
 
Missions principales : 
 
1. Définir et concevoir les produits :

Réaliser la conception 3D
S’approprier l’intention esthétique du créateur, issue de divers supports (gouache / 3D / physique)
Intégrer les critères d’ergonomie, d’intégrité et de réparabilité
Garantir la faisabilité du produit en collaboration avec les services techniques
Gérer son planning et alerte en cas de dérive (évolution de la nomenclature initiale, respect des délais des livrables...)
Réaliser le dossier de prototype et de définition
Contrôler les écarts entre le prototype et la définition numérique, les analyse et réalise la rétroconception au besoin

 
2. Contribuer à l’avancement projet

Participer à la dynamique de l’équipe projet
Estimer la charge associée à une demande
Alerter en cas de dérive

 
3. Participer aux démarches d'amélioration continue de l'équipe
 
Profil recherché :

Vous disposez de bonnes connaissances en métallurgie, résistance des matériaux, usinage, process de fonte ainsi qu’en technique joaillière
Vous maîtrisez CREO (3D, 2D, surfacique) avec idéalement une expérience module ISDX
En complément de votre expertise technique, votre excellent relationnel, votre esprit d’équipe, votre réactivité et votre curiosité vous permettront de mener à bien vos missions
Une connaissance PLM/Windchill et Keyshot (rendu réaliste) est un plus

"
93,ANALYSTE RH / CONTROLEUR DE GESTION SOCIALE (H/F),/Cartier/job/PARIS-ANALYSTE-RH-CONTROLEUR-DE-GESTION-SOCIALE-%28HF%29-75/618888401/,Cartier,Human Resources,"PARIS, 75, FR","Numéro 1 mondial de la Joaillerie et n°2 de l'Horlogerie de Prestige, Cartier fait rimer savoir-faire et excellence depuis 1847. Bien plus qu'une simple entreprise, la Maison a su faire de ses créations de véritables mythes, et ce, grâce à des hommes et des femmes qui font de leur passion leur métier.
 
Au sein de la direction des Ressources Humaines de Cartier Joaillerie International, vous serez rattaché(e) au Responsable Projets Transversaux et Performance RH, et travaillerez en interface avec les RH Business Partner, l’équipe paie ainsi que l’équipe contrôle de gestion.
Vous gérerez les données RH, établirez les états sociaux et le reporting groupe, et soutiendrez l’activité en établissant des études de rémunération et en participant activement aux projets d’amélioration RH. 
 
Dans ce cadre, vous aurez pour principales missions de : 
 

Elaborer les reportings RH récurrents (reportings auprès des partenaires sociaux, tableau de bord mensuel)
Assurer le suivi et le pilotage des effectifs et des frais de personnel (closing mensuels et prévisions budgétaires)
Animer l’élaboration des indicateurs et outils de pilotage de l'activité et de la performance RH avec l'équipe RH
Produire et suivre les statistiques et données RH requises en matière de relations sociales
Assurer le contrôle interne des données RH par la mise en oeuvre de processus définis et d’audits réguliers
Réaliser des études et analyses de rémunération afin de piloter la politique de Rémunération CJI
Proposer et mettre en place des outils RH et être en support de l’équipe RH sur la conception d’outils
Participer aux projets d’améliorations de la fonction RH  

 
Profil : 
 
Diplômé(e) d’une formation Bac+5 avec une spécialisation en Contrôle de Gestion ou Ressources Humaines, vous justifiez d’une expérience réussie de 2 ans minimum en contrôle de gestion sociale. 
Doté(e) d’un excellent sens de l’analyse, vous êtes rigoureux, fiable, réactif et aimer le travail en équipe. Vous êtes sensible à la digitalisation. 
"
94,Stagiaire Conseiller(e) de Vente,/Alaia/job/Paris-Stagiaire-Conseiller%28e%29-de-Vente-75/624471201/,Alaïa,Sales,"Paris, 75, FR","Créée en 1983, la Maison Azzedine Alaïa, sous le contrôle artistique de Monsieur Alaïa, s'est forgée une réputation tant dans l'originalité du design que dans le choix et la coupe des matériaux. Chaque pièce issue de l'atelier parisien de Monsieur Alaïa est unique, confectionnée avec passion dans un pur savoir-faire traditionnel. En 2007, La Maison Azzedine Alaïa s’est associée au Groupe Richemont.
Aujourd’hui, la Maison Alaïa est présente dans plus d’une centaine de points de distribution à travers le monde et dispose de 7 points de vente en France et à l’international (Paris – 2 boutiques et 2 Corners au Galeries Lafayette, Londres, Dubaï et le Japon).
 
La Maison Alaïa est à la recherche d'un(e) : 
 
Stagiaire Conseiller(e) de Vente (H/F)
Stage – Temps plein
A pourvoir rapidement
 
 
Quelles sont vos missions ?
 
En tant qu’ambassadeur(drice) de la Maison ALAÏA, vous représentez la Maison selon ses codes et ses valeurs. 
Vous présentez les collections et produits à la clientèle avec un service personnalisé et transmettez l’esprit de la Maison ALAÏA. 
Vous fidélisez la clientèle en entretenant et en développant la relation client.
Vous assurez une présentation du corner en ligne avec les recommandations visual merchandising de la Maison. 
Vous participez à la réalisation des inventaires mensuels et tournants en respect des procédures internes.
Vous participez à la préparation des rapports de vente détaillés avec le Responsable des Corners. 
 
 
Quel profil recherchons-nous ? 
 
Etudiant(e) en Bac+2/3, vous suivez des études avec une spécialité commerciale. Vous justifiez idéalement d'une première expérience en Vente en Grand Magasin ou en boutique retail. Vous avez une culture mode luxe prononcée.
Vous êtes doté(e) d’un excellent relationnel et sens du service client. 
Vous êtes curieux(se), ouvert(e) d’esprit, pro-actif(ve) et faites preuve d’un bel esprit d’équipe. 
La maitrise d’un anglais courant est requise et la connaissance du mandarin est un plus. 
"
95,Conseiller de Vente (H/F),/Alaia/job/Paris-Conseiller-de-Vente-%28HF%29-75/624469201/,Alaïa,Sales,"Paris, 75, FR","Créée en 1983, la Maison Azzedine Alaïa, sous le contrôle artistique de Monsieur Alaïa, s'est forgée une réputation tant dans l'originalité du design que dans le choix et la coupe des matériaux. Chaque pièce issue de l'atelier parisien de Monsieur Alaïa est unique, confectionnée avec passion dans un pur savoir-faire traditionnel. En 2007, La Maison Azzedine Alaïa s’est associée au Groupe Richemont.
Aujourd’hui, la Maison Alaïa est présente dans plus d’une centaine de points de distribution à travers le monde et dispose de 7 points de vente en France et à l’international (Paris – 2 boutiques et 2 Corners au Galeries Lafayette, Londres, Dubaï et le Japon).
 
La Maison Alaïa est à la recherche de : 
 
Conseiller(e)s de Vente (H/F)
CDI – Temps plein
 
 
Quelles sont vos missions ?
 
En tant qu’ambassadeur(drice) de la Maison ALAÏA, vous représentez la Maison selon ses codes et ses valeurs. 
Vous présentez les collections et produits à la clientèle avec un service personnalisé et transmettez l’esprit de la Maison ALAÏA. 
Vous fidélisez la clientèle en entretenant et en développant la relation client.
Vous assurez une présentation du corner en ligne avec les recommandations visual merchandising de la Maison. 
Vous réalisez les inventaires mensuels et tournants en respect des procédures internes.
Vous participez à la préparation des rapports de vente détaillés avec le Responsable des Corners. 
 
 
Quel profil recherchons-nous ? 
 
Vous disposez d’une expérience d’au moins 3 ans en tant que Conseiller(e) de Vente en Grand Magasin ou en boutique retail dans le secteur mode luxe. Vous avez une culture mode luxe prononcée.
Vous êtes doté(e) d’un excellent relationnel et sens du service client. 
Vous êtes curieux(se), ouvert(e) d’esprit, pro-actif(ve) et faites preuve d’un bel esprit d’équipe. 
La maitrise d’un anglais courant est requise et la connaissance du mandarin serait appréciée. 
"
